nomor;sifat;jenis;hal;tgl;user;ruang
900/21435/303/2021;Penting;Surat Balasan;Tanggapan Hasil Pemeriksaan tgl 24 Mei 2021;24/05/2021;Dian;UMUM
445/21534/303/2021;Penting;Lain-lain;Peserta Diklat Penciptaan Arsiparis Tingkat Ahli;24/05/2021;Dian;UMUM
RSSM/ND/YAN/60/2021;Penting;Nota Dinas;Pelayanan Bedah Elektive;20/05/2021;Dian;PELAYANAN
445/21027/303/2021;Penting;Surat Balasan;Tanggapan Hasil Pemeriksaan tgl 20 Mei 2021;20/05/2021;Dian;UMUM
RRSM/ND/UMM/043/2021;Penting;Nota Dinas;Penyesuaian Jadwal Kerja Bagi Pegawai di Lingkungan RSUD dr Soedono Madiun selama masa Perpanjangan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Berbasis Mikro mulai tanggal 18 Mei s/d 31 Mei 2021 ;18/05/2021;Dian;NULL
445/22163/303/2021;Penting;Lain-lain;Penyelenggaraan Kegiatan Survei Akreditasi SNARS;13/05/2021;Dian;NULL
445/20374/303/2021;Penting;Surat Pengntar;Hasil Audit Perinatal an By Ny Septi Wulandari;11/05/2021;Dian;UMUM
445/20373/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara Dinas Kesehatan Kabupaten Nganjuk dengan RSUD dr Soedono Madiun tentang Penyelenggaraan Pelayanan Kesehatan Tingkat Lanjutan bagi Masyarakat Miskin Kabupaten Nganjuk dengan Identitas Surat Pernyataan Miskin (SPM);11/05/2021;Dian;NULL
445/20115/303/2021;Penting;Surat Keterangan;Surat Keterangan Melahirkan an Ny Dewi tri Wulandari;10/05/2021;Dian;UMUM
800/20116/303/2021;Penting;Surat Keterangan;Surat Keterangan an KH. Luqman Hakim,Lc;10/05/2021;Dian;UMUM
RSSM/ND/UMM/042/2021;Penting;Nota Dinas;Tindak Lanjut Surat Edaran tentang Larangan Bepergian Keluar Daerah Bagi Pegawai RSUD dr Soedono Madiun selama Hari Raya Idul Fitri Tahun 2021 Dalam Masa Pandemi COVID19;10/05/2021;Dian;UMUM
RSSM/ND/UMM/041/2021;Penting;Nota Dinas;Lomba Video Pendek Layanan di Masa Pandemi COVID19;10/05/2021;Dian;UMUM
445/20120/303/2021;Penting;Lain-lain;Konfirmasi Hasil Pemeriksaan Proyek Pembangunan Gedung Trauma Center dan Intensive Care Tahap V;10/05/2021;Dian;UMUM
RSSM/ND/UMM/040/2021;Penting;Nota Dinas;Kegiatan Halal Bi Halal Idul Fitri 1 Syawal 1442 H/2021 M;10/05/2021;Dian;UMUM
RSSM/ND/UMM/039/2021;Penting;Nota Dinas;Pelarangan Kegiatan Buka Puasa Bersama Pada Bulan Ramadhan dan Kegiatan Open House/ Halal Bihalal Pada Hari Raya Idul Fitri 1442 H/Tahun 2021;05/05/2021;Dian;UMUM
RSSM/ND/UMM/038/2021;Penting;Nota Dinas;Penyesuaian Jadwal Kerja Bagi Pegawai di Lingkungan RSUD dr Soedono Madiun selama masa Perpanjangan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Berbasis Mikro mulai tanggal 4 Mei 2021 s/d 17 Mei 2021;04/05/2021;Dian;UMUM
RRSM/ND/FARM/013/2021;Penting;Nota Dinas;Usulan Penggandaan Formulir Farmasi dalam Rekam Medis;04/05/2021;Dian;UMUM
445/18655/303/2021;Biasa;Surat Permohonan;Permohonan Audiensi;30/04/2021;Dian;UMUM
RSSM/ND/UMM/037/2021;Penting;Nota Dinas;Pembatasan Kegiatan Bepergian Ke Luar Daerah Dan/Atau Mudik Dan/Atau Cuti Bagi Pegawai RSUD dr Soedono Madiun Selama Libur Hari raya Idul Fitri 1442 Hijriah Dalam Masa Pandemi COVID19 ;30/04/2021;Dian;UMUM
445/17861/303/2021;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara STIKES Guna Bangsa Yogyakarta dengan RSUD dr Soedono Madiun tentang Pelaksanaan Kegiatan Tri Dharma Perguruan Tinggi dan Pendayagunaan Lulusan bagi Mahasiswa STIKES Guna Bangsa Yogyakarta;28/04/2021;Dian;UMUM
445/17857/303/2021;Biasa;Surat Pengntar;Surat Pengantar Addendum I Perjanjian Kerja Sama antara PT Asuransi Jiwa Inhealth Indonesia dengan RSUD dr Soedono Madiun tentang Pelayanan Kesehatan dan Obat bagi Peserta PT Asuransi Jiwa Inhealth Indonesia;28/04/2021;Dian;UMUM
445/17856/303/2021;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara RSU Muhammadiyah Ponorogo dengan RSUD dr Soedono Madiun tentang Pemeriksaan sampel SWAB PCR (Polymerase Chainreaction) dalam rangka penanganan Covid19 ;28/04/2021;Dian;UMUM
445/17811/303/2021;Penting;Surat Keterangan;Surat Keterangan an Nani Wijayati;28/04/2021;Dian;UMUM
445/17508/303/2021;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara Dinas Kesehatan Kabupaten Nganjuk dengan RSUD dr Soedono Madiun tentang Penyelenggaraan Pelayanan Kesehatan Tingkat Lanjutan bagi Masyarakat Miskin Kabupaten Nganjuk dengan Identitas Surat Pernyataan Miskin (SPM);26/04/2021;Dian;UMUM
800/17249/303/2021;Penting;Surat Tugas;Melaksanakan tugas sebagai Panitia Kegiatan Tadarus Al Quran Online Bersama Gubernur Jawa Timur di RSUD dr Soedono Madiun pada tanggal 8 Mei 2021;26/04/2021;Dian;UMUM
RSSM/ND/UMM/036/2021;Segera;Nota Dinas;Jadwal Jaga Lebaran 1442 Hijriah/2021;22/04/2021;Dian;UMUM
445/16460/303/2021;Penting;Surat Keterangan;Surat Keterangan H.ASJARI;20/04/2021;Dian;UMUM
RSSM/ND/YAN/48/2021;Penting;Nota Dinas;Penggunaan Kembali Lantai 6 Gedung TCIC sebagai Ruang Isolasi Khusus Pasien Covid19 dan Merpati D sebagai Ruang Rawat VIP A;20/04/2021;Dian;NULL
RSSM/ND/YAN/49/2021;Penting;Nota Dinas;Penerbitan SEP BPJS Kesehatan Pasien COVID19 Perawatan Lanjutan di Ruang Non Covid19;20/04/2021;Dian;NULL
RSSM/ND/UMM/035/2021;Penting;Nota Dinas;Penyesuaian Jadwal Kerja Bagi Pegawai di Lingkungan RSUD dr Soedono Madiun selama masa Perpanjangan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Berbasis Mikro mulai tanggal 20 April 2021 s/d 3 Mei 2021;19/04/2021;Dian;UMUM
445/16081/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara KPRI Husada Sejahtera dengan RSUD dr Soedono Madiun tentang Layanan Pengantaran Obat;16/04/2021;Dian;UMUM
445/16080/303/2021;Penting;Lain-lain;Berkas Hasil Pemeriksaan Keuangan RI Perwakilan Jawa Timur;16/04/2021;Dian;UMUM
442/16079/303/2021;Penting;Surat Pengntar;Laporan pemakaian metadon Bulan Maret 2021;16/04/2021;Dian;NULL
445/15992/303/2021;Penting;Surat Permohonan;Permohonan Surat Keterangan Sakit an Damiatun;15/04/2021;Dian;UMUM
800/15700/303/2021;Penting;Surat Tugas;Melaksanakan tugas sebagai Pemateri dalam penyusunan materi promosi kesehatan dengan tema Kesehatan di Bulan Puasa pada masa Pandemi Covid19;14/04/2021;Dian;UMUM
445/15523/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara Rumah Sakit Umum Aisyiyah Ponorogo dengan RSUD dr Soedono Madiun tentang Pemeriksaan RTPCR di Laboratorium RSUD dr Soedono Madiun;13/04/2021;Dian;UMUM
RSSM/ND/UMM/033/2021;Penting;Nota Dinas;Penetapan Jam Kerja Pada Bulan Ramadhan 1442 Hijriah Bagi Pegawai di Lingkungan RSUD dr Soedono Madiun;12/04/2021;Dian;UMUM
445/15299/303/2021;Penting;Surat Keterangan;Surat Keterangan An Ny Faradina Aulya Naratisari;12/04/2021;Dian;UMUM
445/15020/303/2021;Penting;Nota Dinas;Perjanjian Kerja Sama antara RSI Siti Aisyah Madiun dengan RSUD dr Soedono Madiun tentang Pengiriman dan Pemeriksaan Sampel Swab PCR dalam Rangka Penanganan COVID19;09/04/2021;Dian;UMUM
420/15001/303/2021;Segera;Lain-lain;Kegiatan Program Pendidikan Dokter Spesialis;09/04/2021;Dian;UMUM
RSSM/ND/YAN/47/2021;Segera;Nota Dinas;Penghentian Sementara Pembedahan Elektif di IBS;07/04/2021;Dian;PELAYANAN
445/14421/303/2021;Penting;Surat Pengntar;Hasil Audit Perinatal an By Ny Supi;07/04/2021;Dian;UMUM
445/14426/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara PT Bank Rakyat Indonesia (PERSERO) Tbk, Kantor Cabang Madiun dengan RSUD dr Soedono Madiun tentang Pelayanan Kesehatan bagi Pekerja PT Bank Rakyat Indonesia (PERSERO) Tbk, Kantor Cabang Madiun dan Keluarganya di RSUD dr Soedono Madiun;07/04/2021;Dian;UMUM
RSSM/ND/UMM/032/2021;Penting;Nota Dinas;Penyesuaian Jadwal Kerja Bagi Pegawai di Lingkungan RSUD dr Sodono Madiun selama masa Perpanjangan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Berbasis Mikro mulai tanggal 6 April 2021 s/d 19 April 2021;06/04/2021;Dian;UMUM
445/13918/303/2021;Biasa;Lain-lain;Perkenalan dan Penawaran Kerjasama dengan PT NCI;05/04/2021;Dian;NULL
800/13578/303/2021;Penting;Surat Tugas;Melaksanakan tugas sebagai Panitia Ramadhan dan Hari Raya Idul Fitri 1442 H/ 2021 M di RSUD dr Soedono Madiun;01/04/2021;Dian;UMUM
800/13847/303/2021;Penting;Surat Tugas;Terhitung mulai tanggal 1 April 2021 disamping jabatannya sebagai Kepala Bagian Tata Usaha RSUD dr Soedono Madiun, Hakky M Fuadi,SKM,MMT juga sebagai Pelaksana Harian (Plh) Kepala Sub Bagian Kepegawaian RSUD dr Soedono Madiun;01/04/2021;Dian;UMUM
800/13846/33/2021;Penting;Surat Tugas;Surat Perintah Pelaksana Harian an Tri Habsari Merdekawati,SKM.M.Kes;01/04/2021;Dian;NULL
442/13332/303/2021;Penting;Surat Pengntar;Laporan pemakaian metadon Bulan Februari 2021;31/03/2021;Dian;NULL
445/13283/303/2021;Penting;Lain-lain;Laporan Tindak Lanjut SIPPN;30/03/2021;Dian;NULL
445/13078/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara Rumah SAkit Lapangan Joglo Dungus dengan RSUD dr Soedono Madiun tentang Pemeriksaan Real Time Reserve Transcriptase Polymerase Chain Reaction COVID19 bagi Relawan di Rumah Sakit Lapangan Joglo Dungus;29/03/2021;Dian;UMUM
445/13070/303/2021;Penting;Lain-lain;Penyampaian SK PPID 2021, DIP Tahun 2021 dan LLID Tahun 2020 RSUD dr Soedono Madiun;29/03/2021;Dian;UMUM
445/12716/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara RSUD dr Harjono S Ponorogo dengan RSUD dr Soedono Madiun tentang Pengiriman dan Pemeriksaan Sampel Swab PCR dalam Rangka Penanganan COVID19;25/03/2021;Dian;UMUM
445/12717/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara Dinas Kesehatan Kabupaten Madiun dengan RSUD dr Soedono Madiun tentang Penyelenggaraan Pelayanan Kesehatan Tingkat Lanjutan Program Jaminan Persalinan;25/03/2021;Dian;UMUM
445/12544/303/2021;Penting;Surat Pengntar;Hasil Audit Perinatal an By Ny Eri Setiasih;24/03/2021;Dian;UMUM
445/12393/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara RS Paru Mangunharjo Madiun dengan RSUD dr Soedono Madiun tentang Rujukan Penunjang Medis;23/03/2021;Dian;UMUM
445/12394/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara RSI Siti Aisyah Madiun dengan RSUD dr Soedono Madiun tentang Pengiriman dan Pemeriksaan Sampel Swab PCR dalam Rangka Penanganan COVID19;23/03/2021;Dian;UMUM
445/12389/303/2021;Penting;Surat Pengntar;Hasil Audit Perinatal an By Ny Tri Wahyuni (By Alvan Nur Allfa);23/03/2021;Dian;UMUM
RSSM/ND/UMM/023/2021;Penting;Nota Dinas;Penyesuaian Jadwal Kerja Bagi Pegawai di Lingkungab RSUD dr Soedono Madiiun selama masa Perpanjangan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Berbasis Mikro mulai tanggal 23 Maret 2021 s/d 5 April 2021;22/03/2021;Dian;NULL
445/12115/303/2021;Penting;Lain-lain;Data Kerjasama Pemerintah Daerah;19/03/2021;Dian;UMUM
RSSM/ND/UMM/022/2021;Penting;Nota Dinas;Penyampaian Surat Edaran Walikota Madiun tentang Membaca Surat Yasin Bersama Sejuta Kali SeKota Madiun;18/03/2021;Dian;UMUM
RSSM/ND/YAN/31/2021;Segera;Nota Dinas;Penutupan RIK D (Lantai 6 Gedung Trauma Centre);18/03/2021;Dian;NULL
RSSM/ND/YAN/31/2021;Segera;Nota Dinas;Penutupan RIK D (Lantai 6 Gedung Trauma Centre);18/03/2021;Dian;NULL
800/11.206/303/2021;Penting;Lain-lain;Melaksanakan tugas sebagai Panitia Zoominar Peringatan Hari Ginjal Sedunia dengan Tema Hidup Berkualitas dengan Penyakit Ginjal di RSUD dr Soedono Madiun pada tanggal 18 Maret 2021;15/03/2021;Dian;NULL
445/10809/303/2021;Penting;Surat Pengntar;Hasil Audit Perinatal an By Ny Dwi Feriani;10/03/2021;Reski Alfan DP;NULL
RSSM/ND/UMM/018/2021;Penting;Nota Dinas;Tindak Lanjut Edaran Larangan Bepergian Ke Luar   Daerah Bagi Pegawai RSUD dr Soedono Madiun Selama Isra Miraj Nabi Muhammad SAW dan Hari Suci Nyepi Tahun Baru Saka 1943;10/03/2021;Dian;NULL
445/10290/303/2021;Penting;Surat Pengntar;Rekredensialing RSUD dr Soedono Madiun Untuk PT. Asuransi Jiwa Inhealth Indonesia;08/03/2021;Dian;NULL
445/10299/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara RS Paru Mangunharjo Madiun dengan RSUD dr Soedono Madiun tentang Rujukan Penunjang Medis;08/03/2021;Dian;NULL
445/10295/303/2021;Penting;Lain-lain;Jawaban tindak lanjut surat edaran Kementerian Kesehatan RI;08/03/2021;Dian;NULL
RSSM/ND/UMM/017/2021;Penting;Nota Dinas;Penyesuaian Jadwal Kerja Bagi Pegawai di Lingkungan RSUD dr Soedono Madiun selama masa Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) mulai tanggal 9 Maret 2021 s/d 22 Maret 2021;08/03/2021;Dian;UMUM
445/9592/303/2021;Penting;Lain-lain;Pembaharuan Kelengkapan Data PLN RSUD dr Soedono Madiun;04/03/2021;Dian;NULL
445/9215/303/2021;Penting;Lain-lain;Usulan Kebutuhan Reagent Penanganan COVID-19;03/03/2021;Dian;NULL
445/8552/303/2021;Penting;Lain-lain;Form Pernyataan Auditee;26/02/2021;Dian;UMUM
RSSM/ND/YAN/23/2021;Segera;Nota Dinas;Pengalihan HCU (High Care Unit) di Bawah Instalasi Perawatan Intensif;26/02/2021;Dian;NULL
800/8229/303/2021;Penting;Surat Tugas;Melaksanakan tugas sebagai Panitia Peresmian Ruang PONEK,HCU,Laboratorium PCR dan Skill Lab RSUD dr Soedono Madiun pada tanggal 1 Maret 2021;25/02/2021;Dian;UMUM
445/7477/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara RS Paru Mangunharjo Madiun dengan RSUD dr Soedono Madiun tentang Pengiriman dan Pemeriksaan Sampel SWAB PCR dalam rangka ;18/02/2021;Dian;NULL
RSSM/ND/YAN/20/2021;Segera;Nota Dinas;Pelaksanaan Operasi Elektif;15/02/2021;Dian;NULL
445/6237/303/2021;Penting;Lain-lain;Pembukaan Kembali Rujukan Pasien Bedah Umum dan Kebidanan;08/02/2021;Dian;NULL
RSSM/ND/PEG/07/2021;Segera;Nota Dinas;Sasaran Kerja Pegawai (SKP) pada aplikasi emaster dan Masa Trial Presensi Mobile;05/02/2021;Dian;NULL
442/6009/303/2021;Penting;Surat Pengntar;Laporan pemakaian metadon Bulan Januari 2021;05/02/2021;Dian;NULL
RSSM/ND/YAN/18/2021;Segera;Nota Dinas;Pembukaan Kembali Ruang Rawat Inap WK E dan Pembukaan Ruang Perawatan VIP B;01/02/2021;Dian;NULL
445/4876/303/2020;Penting;Surat Permohonan;Permohonan KWH Meter EXIM;01/02/2021;Dian;NULL
442/4490/303/2021;Penting;Surat Pengntar;Laporan pemakaian metadon Bulan Desember 2020;29/01/2021;Dian;NULL
445/4265/303/2021;Biasa;Surat Permohonan;Permohonan Keterangan Medis an Agus Mahfudi,S.Sos;28/01/2021;Dian;NULL
445/3446/303/2021;Penting;Surat Permohonan;Permohonan Studi Tiru Rumah Sakit Lapangan;22/01/2021;Dian;UMUM
445/46292/303/2020;Penting;Lain-lain;Usulan Pejabat Penatausahaan Barang Milik Daerah Pemerintah Prov Jatim Tahun 2020;21/01/2021;Dian;NULL
800/3076/303/2021;Penting;Lain-lain;Terhitung mulai tanggal 20 Januari 2021 disamping melaksanakan tugasnya sebagai Wakil Direktur Pelayanan Medik dan Keperawatan RSUD dr Soedono Madiun, dr Dwi Siwi Mardiati,M.Kes juga sebagai Pelaksana Tugas (Plt) Wakil Direktur Penunjang dan Pendidikan, Penelitian RSUD dr Soedono Madiun;20/01/2021;Dian;NULL
RSSM/ND/PEG/04/2021;Penting;Nota Dinas;Evaluasi Kemajuan Akademik PNS Tugas Belajar;19/01/2021;Dian;NULL
445/2357/303/2021;Penting;Lain-lain;Penghentian Sementara Rujukan Pasien Bedah Umum dan Kebidanan;15/01/2021;Dian;NULL
800/1719/303/2021;Segera;Surat Tugas;Melaksanakan tugas sebagai Panitia Peresmian Gedung Trauma Center RSUD dr Soedono Madiun;12/01/2021;Dian;NULL
RSSM/ND/UMM/005/2021;Penting;Nota Dinas;Penyampaian Peraturan Gubernur Jawa Timur;12/01/2021;Dian;NULL
445/1720/303/2021;Penting;Surat Undangan;Undangan Rapat Koordinasi Rencana Peresmian Gedung Trauma Center RSSM;12/01/2021;Dian;UMUM
900/1262/303/2021;Penting;Surat Balasan;Jawaban Surat Pemberitahuan;08/01/2021;Dian;NULL
445/1261/303/2021;Penting;Surat Permohonan;Permohonan sertifikat kepesertaan JKN atas nama badan usaha;08/01/2021;Dian;NULL
RSSM/ND/UMM/002/2021;Penting;Nota Dinas;Pelaksanaan rapid dan swab test berkala bagi pegawai;08/01/2021;Dian;UMUM
RSSM/ND/UMM/003/2021;Penting;Nota Dinas;Penyesuaian Jadwal Kerja Bagi Pegawai di Lingkungan RSUD dr Soedono Madiun selama masa Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) mulai tanggal 11 Januari s/d 25 Januari 2021;08/01/2021;Dian;NULL
RSSM/ND/UMM/001/2021;Penting;Nota Dinas;Pelaksanaan kegiatan olahraga dan berjemur;08/01/2021;Dian;NULL
RSSM/ND/PEG/2/2021;Segera;Nota Dinas;Uji Coba Presensi Mobile bagi ASN/PNS di Lingkungan Pemerintah Prov Jatim;08/01/2021;Dian;NULL
445/581/303/2021;Penting;Surat Pengntar;Perjanjian Kerja Sama antara Unit Transfusi Darah PMI Kota Madiun dengan RSUD dr Soedono Madiun tentang Pelayanan Transfusi Darah di Bank Darah RSUD d;05/01/2021;Reski Alfan DP;NULL
445/47486/303/2020;Penting;Lain-lain;Penyampaian Perpanjangan Perjanjian Kerjasama PPDS;30/12/2020;Dian;TU
RSSM/ND/UMM/177/2020;Penting;Nota Dinas;Sosialisasi Peraturan Gubernur Nomor 65 Tahun 2020 tentang Pedoman Kerja dan Pelaksanaan Tugas Pemerintah Daerah Provinsi Jawa Timur Tahun 2021;30/12/2020;Dian;NULL
RSSM/ND/UMM/176/2020;Penting;Nota Dinas;Sosialisasi Peraturan Gubernur Nomor 76 Tahun 2020 tentang Pemanfaatan Penyelenggara Perdagangan Melalui Sistem Elektronik Untuk Pengadaan Barang/Jasa;30/12/2020;Dian;NULL
800/46800/303/2020;Penting;Lain-lain;Usulan Perpanjangan dan Kebutuhan Tenaga Relawan untuk Pelayanan Covid19 di RSSM;28/12/2020;Dian;TU
RSSM/ND/YAN/76/2020;Penting;Nota Dinas;Pembukaan Ruang Isolasi Rawat Inap Wijaya Kusuma A dan Penutupan Sementara Ruang Rwat Inap Unit Stroke;28/12/2020;Dian;NULL
RSSM/ND/PPE/011/2020;Segera;Nota Dinas;Permohonan Data Pendukung Untuk Penyusunan Laporan Penyelenggaraan Pemerintahan Daerah (LPPD) Th 2020;28/12/2020;Dian;NULL
445/73/303/2020;Penting;Nota Dinas;Pelaksanaan Visite Pasien;22/12/2020;Dian;NULL
445/46442/303/2020;Penting;Surat Pengntar;Hasil Audit Perinatal an By Ny Siti Nur Cholifah;22/12/2020;Dian;NULL
445/45847/303/2020;Penting;Surat Permohonan;Permohonan Data untuk Penerbitan Sertifikat;16/12/2020;Dian;NULL
RSSM/ND/UMM/166/2020;Penting;Nota Dinas;Pelaksanaan Hari Libur Nasional dan Cuti Bersama Tahun 2020;14/12/2020;Dian;NULL
RSSM/ND/PEG/48/2020;Penting;Nota Dinas;SKP Tahun 2020;14/12/2020;Dian;NULL
442/45309/303/2020;Penting;Surat Pengntar;Laporan pemakaian metadon Bulan November 2020;11/12/2020;Dian;NULL
RSSM/ND/UMM/161/2020;Penting;Nota Dinas;Percepatan Pelaksanaan Pengadaan Barang/Jasa APBD Provinsi Jawa Timur Tahun Anggaran 2021;04/12/2020;Dian;NULL
RSSM/ND/UMM/162/2020;Penting;Nota Dinas;Pelaksanaan Hari Libur tgl 9 Desember 2020;04/12/2020;Dian;NULL
445/44236/303/2020;Penting;Surat Permohonan;Permohonan Perpanjangan Sewa Tanah dan Bangunan untuk Keperluan Kantor Kas di RSUD dr Soedono Madiun;03/12/2020;Dian;UMUM
445/43651/303/2020;Penting;Surat Permohonan;Permohonan Anggaran Operasional Penanganan dan Pencegahan COVID-19;30/11/2020;Dian;NULL
029/001/11/2020;Penting;Nota Dinas;Usulan papan petunjuk;30/11/2020;Dian;NULL
445/43438/303/2020;Penting;Lain-lain;Pengujian Kesehatan an Sutono,S.Pd;27/11/2020;Dian;NULL
445/43439/303/2020;Penting;Surat Pengntar;Surat Pengantar PKS antara Rumah Sakit Widodo Ngawi dengan RSUD dr Soedono Madiun tentang Pelayanan Kesehatan Rujukan;27/11/2020;Dian;NULL
445/43074/303/2020;Penting;Surat Permohonan;Permohonan Resume Medis an Sancoko;25/11/2020;Dian;NULL
445/43075/303/2020;Penting;Surat Permohonan;Permohonan Dukungan Partisipasi;25/11/2020;Dian;NULL
445/42891/303/2020;Penting;Lain-lain;Usulan Pengelola Keuangan pada SKPD TA 2021;24/11/2020;Dian;UMUM
RSSM/ND/PEG/42/2020;Penting;Nota Dinas;Batas Akhir Pengumpulan Berkas SPJ Akhir Tahun 2020;20/11/2020;Dian;NULL
442/42218/303/2020;Penting;Surat Pengntar;Laporan pemakaian metadon Bulan Oktober 2020;19/11/2020;Dian;NULL
RSSM/ND/UMM/135/2020;Segera;Nota Dinas;Perubahan ID dan Password Apel Rutin Virtual Hari Kamis;18/11/2020;Dian;NULL
445/41825/303/2020;Penting;Surat Keterangan;Surat Keterangan Adi Susanto;17/11/2020;Dian;NULL
445/41826/303/2020;Penting;Surat Keterangan;Surat Keterangan an Sujarwo;17/11/2020;Dian;NULL
445/41536/303/2020;Penting;Surat Permohonan;Permohonan Perubahan APBD Tahun Anggaran 2020 RSUD dr Soedono Madiun;16/11/2020;Dian;NULL
027/41435/303/2020;Segera;Lain-lain;Usulan Usaha Mikro dan Kecil (UMK) di Bidang Makanan dan Minuman RSUD dr Soedono Madiun;13/11/2020;Dian;NULL
445/41085/303/2020;Penting;Lain-lain;Jawaban Kuesioner BPK;12/11/2020;Dian;NULL
442/41238/303/2020;Penting;Lain-lain;Permintaan Kebutuhan Obat Covid;10/11/2020;Dian;NULL
445/40366/303/2020;Penting;Lain-lain;Hasil Pemeriksaan Rapid Test Karyawan UPT PPD Trenggalek;09/11/2020;Dian;NULL
445/39154/303/2020;Penting;Lain-lain;Usulan Pengelola Keuangsn pada OPD TA 2020;02/11/2020;Dian;NULL
445/38980/303/2020;Penting;Lain-lain;Penyampaian Rekapitulasi Laporan Tindakan Gratifikasi;27/10/2020;Dian;NULL
445/38962/303/2020;Penting;Lain-lain;Uji Coba Sistem PACS di RSUD dr Soedono Madiun;27/10/2020;Dian;NULL
RSSM/ND/UMM/116/2020;Segera;Nota Dinas;Perubahan Jadwal Pelaksanaan Apel Rutin Virtual;26/10/2020;Dian;NULL
RSSM/ND/UMM/114/2020;Penting;Nota Dinas;Pengosongan Parkir di Jalan Sumbawa sebelah Timur Pos Security;26/10/2020;Dian;NULL
445/38794/303/2020;Penting;Surat Pengntar;Hasil Audit Perinatal an By Ny Binti Khomariyah;26/10/2020;Dian;NULL
445/38793/303/2020;Penting;Surat Pengntar;Hasil Audit Perinatal an By Ny Lisa Suryatartian;26/10/2020;Dian;NULL
019.1/38446/303/2020;Penting;Surat Tugas;Melaksanakan tugas sebagai Panitia Acara Pisah Kenang dr Bangun Trapsila Purwaka,Sp OG(K) M Kes yang akan dilaksanakan pada tanggal 2 November 2020 di;22/10/2020;Dian;NULL
445/37770/303/2020;Penting;Surat Pengntar;Hasil Audit By Ny Fitri Meyta;16/10/2020;Dian;NULL
0;Penting;Surat Keterangan;Surat Keterangan an G Ari Bandono;16/10/2020;Dian;NULL
RSSM/ND/UMM/110/2020;Penting;Nota Dinas;Training Vaksin Hati ESQ;15/10/2020;Dian;NULL
445/37398/303/2020;Penting;Lain-lain;Kriteria Selesai Isolasi dan Sembuh Pasien Covid-19;14/10/2020;Dian;NULL
445/37400/303/2020;Penting;Surat Permohonan;Permohonan Perjanjian Kerjasama Pelayanan Kesehatan dengan Bank Jatim;14/10/2020;Dian;NULL
445/37404/303/2020;Penting;Lain-lain;Surat Referensi Kinerja PT Mitra Tata Kerja;14/10/2020;Dian;NULL
445/37212/303/2020;Segera;Lain-lain;Pemberitahuan Kegiatan Bakti Sosial Soedono Berbagi;13/10/2020;Dian;NULL
RSSM/ND/UMM/109/2020;Penting;Nota Dinas;Pengosongan Halaman Parkir Sumbawa (Parkir Karyawan);12/10/2020;Dian;NULL
RSSM/ND/UMM/108/2020;Penting;Nota Dinas;Upacara Peringatan Hari Jadi Ke 75 Prov Jawa Timur Tahun 2020;08/10/2020;Dian;NULL
442/36140/303/2020;Penting;Surat Pengntar;Laporan pemakaian metadon Bulan September 2020;05/10/2020;Dian;NULL
445/36036/303/2020;Penting;Surat Pengntar;Praktek Lapangan Program Vokasi D-III dan D-IV pada RSUD dr Soedono Madiun;05/10/2020;Dian;NULL
RSSM/ND/UMM/104/2020;Segera;Nota Dinas;Pelaksanaan Upacara Hari Kesaktian Pancasila Tahun 2020;30/09/2020;Dian;NULL
RSSM/ND/UMM/103/2020;Penting;Nota Dinas;Pengambilalihan Kuasa Pengguna Anggaran Subsidi TA 2020;29/09/2020;Dian;NULL
445/34617/303/2020;Penting;Lain-lain;Usulan Peningkatan Kelas RSUD dr Soedono Madiun;24/09/2020;Dian;NULL
RSSM/ND/UMM/102/2020;Penting;Nota Dinas;Peniadaan Kegiatan Senam Pagi Rutin Hari Jumat;24/09/2020;Dian;NULL
